coord,territory_id
"[137,0]",1603001
"[138,0]",1603001
"[139,0]",1603001
"[140,0]",1603001
"[141,0]",1603001
"[142,0]",1603001
"[143,0]",1603001
"[144,0]",1603001
"[145,0]",1603001
"[146,0]",1603001
"[147,0]",1603001
"[148,0]",1603001
"[149,0]",1603001
"[150,0]",1603001
"[151,0]",1603001
"[152,0]",1603001
"[153,0]",1603001
"[154,0]",1603001
"[155,0]",1603001
"[156,0]",1603001
"[157,0]",1603001
"[158,0]",1603001
"[159,0]",1603001
"[160,0]",1603001
"[161,0]",1603001
"[162,0]",1603001
"[163,0]",1603001
"[164,0]",1603001
"[165,0]",1603001
"[166,0]",1603001
"[167,0]",1603001
"[168,0]",1603001
"[169,0]",1603001
"[170,0]",1603001
"[171,0]",1603001
"[172,0]",1603001
"[173,0]",1603001
"[174,0]",1603001
"[175,0]",1603001
"[176,0]",1603001
"[177,0]",1603001
"[178,0]",1603001
"[179,0]",1603001
"[180,0]",1603001
"[181,0]",1603001
"[182,0]",1603001
"[183,0]",1603001
"[184,0]",1603001
"[185,0]",1603001
"[186,0]",1603001
"[187,0]",1603001
"[188,0]",1603001
"[189,0]",1603001
"[190,0]",1603001
"[191,0]",1603001
"[192,0]",1603001
"[193,0]",1603001
"[194,0]",1603001
"[195,0]",1603001
"[196,0]",1603001
"[197,0]",1603001
"[198,0]",1603001
"[199,0]",1603001
"[200,0]",1603001
"[201,0]",1603001
"[202,0]",1603001
"[203,0]",1603001
"[204,0]",1603001
"[205,0]",1603001
"[206,0]",1603001
"[207,0]",1603001
"[208,0]",1603001
"[209,0]",1603001
"[210,0]",1603001
"[211,0]",1603001
"[212,0]",1603001
"[213,0]",1603001
"[214,0]",1603001
"[215,0]",1603001
"[216,0]",1603001
"[217,0]",1603001
"[218,0]",1603001
"[219,0]",1603001
"[220,0]",1603001
"[221,0]",1603001
"[222,0]",1603001
"[223,0]",1603001
"[224,0]",1603001
"[225,0]",1603001
"[226,0]",1603001
"[227,0]",1603001
"[228,0]",1603001
"[229,0]",1603001
"[230,0]",1603001
"[231,0]",1603001
"[232,0]",1603001
"[233,0]",1603001
"[234,0]",1603001
"[235,0]",1603001
"[236,0]",1603001
"[237,0]",1603001
"[238,0]",1603001
"[239,0]",1603001
"[240,0]",1603001
"[241,0]",1603001
"[242,0]",1603001
"[243,0]",1603001
"[244,0]",1603001
"[245,0]",1603001
"[246,0]",1603001
"[247,0]",1603001
"[248,0]",1603001
"[249,0]",1603001
"[250,0]",1603001
"[251,0]",1603001
"[252,0]",1603001
"[253,0]",1603001
"[254,0]",1603001
"[255,0]",1603001
"[256,0]",1603001
"[257,0]",1603001
"[258,0]",1603001
"[259,0]",1603001
"[260,0]",1603001
"[261,0]",1603001
"[262,0]",1603001
"[263,0]",1603001
"[264,0]",1603001
"[265,0]",1603001
"[266,0]",1603001
"[267,0]",1603001
"[268,0]",1603001
"[269,0]",1603001
"[270,0]",1603001
"[271,0]",1603001
"[272,0]",1603001
"[273,0]",1603001
"[274,0]",1603001
"[275,0]",1603001
"[276,0]",1603001
"[277,0]",1603001
"[278,0]",1603001
"[279,0]",1603001
"[280,0]",1603001
"[281,0]",1603001
"[282,0]",1603001
"[283,0]",1603001
"[284,0]",1603001
"[285,0]",1603001
"[286,0]",1603001
"[287,0]",1603001
"[288,0]",1603001
"[289,0]",1603001
"[290,0]",1603001
"[291,0]",1603001
"[292,0]",1603001
"[293,0]",1603001
"[294,0]",1603001
"[295,0]",1603001
"[296,0]",1603001
"[297,0]",1603001
"[298,0]",1603001
"[299,0]",1603001
"[300,0]",1603001
"[301,0]",1603001
"[302,0]",1603001
"[303,0]",1603001
"[304,0]",1603001
"[305,0]",1603001
"[306,0]",1603001
"[307,0]",1603001
"[308,0]",1603001
"[309,0]",1603001
"[310,0]",1603001
"[311,0]",1603001
"[312,0]",1603001
"[313,0]",1603001
"[314,0]",1603001
"[315,0]",1603001
"[316,0]",1603001
"[317,0]",1603001
"[318,0]",1603001
"[319,0]",1603001
"[320,0]",1603001
"[321,0]",1603001
"[322,0]",1603001
"[323,0]",1603001
"[324,0]",1603001
"[325,0]",1603001
"[326,0]",1603001
"[327,0]",1603001
"[328,0]",1603001
"[329,0]",1603001
"[330,0]",1603001
"[331,0]",1603001
"[332,0]",1603001
"[333,0]",1603001
"[334,0]",1603001
"[335,0]",1603001
"[336,0]",1603001
"[337,0]",1603001
"[338,0]",1603001
"[339,0]",1603001
"[340,0]",1603001
"[341,0]",1603001
"[342,0]",1603001
"[343,0]",1603001
"[344,0]",1603001
"[345,0]",1603001
"[346,0]",1603001
"[347,0]",1603001
"[348,0]",1603001
"[349,0]",1603001
"[350,0]",1603001
"[351,0]",1603001
"[352,0]",1603001
"[353,0]",1603001
"[354,0]",1603001
"[355,0]",1603001
"[356,0]",1603001
"[357,0]",1603001
"[358,0]",1603001
"[359,0]",1603001
"[0,1]",1603001
"[1,1]",1603001
"[2,1]",1605001
"[3,1]",1605001
"[4,1]",1603001
"[5,1]",1603001
"[6,1]",1603001
"[7,1]",1608001
"[8,1]",1603001
"[9,1]",1603001
"[10,1]",1603001
"[11,1]",1603001
"[12,1]",1603001
"[13,1]",1603001
"[14,1]",1603001
"[15,1]",1603001
"[16,1]",1603001
"[17,1]",1603001
"[18,1]",1603001
"[19,1]",1603001
"[20,1]",1603001
"[21,1]",1603001
"[22,1]",1603001
"[23,1]",1603001
"[24,1]",1606001
"[25,1]",1606001
"[26,1]",1606001
"[27,1]",1606001
"[28,1]",1603001
"[29,1]",1603001
"[30,1]",1603001
"[31,1]",1606001
"[32,1]",1606001
"[33,1]",1606001
"[34,1]",1603001
"[35,1]",1603001
"[36,1]",1603001
"[37,1]",1603001
"[38,1]",1603001
"[39,1]",1603001
"[40,1]",1603001
"[41,1]",1603001
"[42,1]",1603001
"[43,1]",1603001
"[44,1]",1603001
"[45,1]",1603001
"[46,1]",1603001
"[47,1]",1603001
"[48,1]",1603001
"[49,1]",1603001
"[50,1]",1603001
"[51,1]",1603001
"[52,1]",1603001
"[53,1]",1603001
"[54,1]",1603001
"[55,1]",1603001
"[56,1]",1603001
"[57,1]",1603001
"[58,1]",1603001
"[59,1]",1603001
"[60,1]",1603001
"[61,1]",1603001
"[62,1]",1605001
"[63,1]",1605001
"[64,1]",1603001
"[65,1]",1603001
"[66,1]",1603001
"[67,1]",1608001
"[68,1]",1603001
"[69,1]",1603001
"[70,1]",1603001
"[71,1]",1603001
"[72,1]",1603001
"[73,1]",1603001
"[74,1]",1603001
"[75,1]",1603001
"[76,1]",1603001
"[77,1]",1603001
"[78,1]",1603001
"[79,1]",1603001
"[80,1]",1603001
"[81,1]",1603001
"[82,1]",1603001
"[83,1]",1603001
"[84,1]",1606001
"[85,1]",1606001
"[86,1]",1606001
"[87,1]",1606001
"[88,1]",1603001
"[89,1]",1603001
"[90,1]",1603001
"[91,1]",1606001
"[92,1]",1606001
"[93,1]",1606001
"[94,1]",1603001
"[95,1]",1603001
"[96,1]",1603001
"[97,1]",1603001
"[98,1]",1603001
"[99,1]",1603001
"[100,1]",1603001
"[101,1]",1603001
"[102,1]",1603001
"[103,1]",1603001
"[104,1]",1603001
"[105,1]",1603001
"[106,1]",1603001
"[107,1]",1603001
"[108,1]",1603001
"[109,1]",1603001
"[110,1]",1603001
"[111,1]",1603001
"[112,1]",1603001
"[113,1]",1603001
"[114,1]",1603001
"[115,1]",1603001
"[116,1]",1603001
"[117,1]",1603001
"[118,1]",1603001
"[119,1]",1603001
"[120,1]",1603001
"[121,1]",1603001
"[122,1]",1605001
"[123,1]",1605001
"[124,1]",1603001
"[125,1]",1603001
"[126,1]",1603001
"[127,1]",1608001
"[128,1]",1603001
"[129,1]",1603001
"[130,1]",1603001
"[131,1]",1603001
"[132,1]",1603001
"[133,1]",1603001
"[134,1]",1603001
"[135,1]",1603001
"[136,1]",1603001
"[137,1]",1603001
"[138,1]",1603001
"[139,1]",1603001
"[140,1]",1603001
"[141,1]",1603001
"[142,1]",1603001
"[143,1]",1603001
"[144,1]",1606001
"[145,1]",1606001
"[146,1]",1606001
"[147,1]",1606001
"[148,1]",1603001
"[149,1]",1603001
"[150,1]",1603001
"[151,1]",1606001
"[152,1]",1606001
"[153,1]",1606001
"[154,1]",1603001
"[155,1]",1603001
"[156,1]",1603001
"[157,1]",1603001
"[158,1]",1603001
"[159,1]",1603001
"[160,1]",1603001
"[161,1]",1603001
"[162,1]",1603001
"[163,1]",1603001
"[164,1]",1603001
"[165,1]",1603001
"[166,1]",1603001
"[167,1]",1603001
"[168,1]",1603001
"[169,1]",1603001
"[170,1]",1603001
"[171,1]",1603001
"[172,1]",1603001
"[173,1]",1603001
"[174,1]",1603001
"[175,1]",1603001
"[176,1]",1603001
"[177,1]",1603001
"[178,1]",1603001
"[179,1]",1603001
"[180,1]",1603001
"[181,1]",1603001
"[182,1]",1605001
"[183,1]",1605001
"[184,1]",1603001
"[185,1]",1603001
"[186,1]",1603001
"[187,1]",1608001
"[188,1]",1603001
"[189,1]",1603001
"[190,1]",1603001
"[191,1]",1603001
"[192,1]",1603001
"[193,1]",1603001
"[194,1]",1603001
"[195,1]",1603001
"[196,1]",1603001
"[197,1]",1603001
"[198,1]",1603001
"[199,1]",1603001
"[200,1]",1603001
"[201,1]",1603001
"[202,1]",1603001
"[203,1]",1603001
"[204,1]",1606001
"[205,1]",1606001
"[206,1]",1606001
"[207,1]",1606001
"[208,1]",1603001
"[209,1]",1603001
"[210,1]",1603001
"[211,1]",1606001
"[212,1]",1606001
"[213,1]",1606001
"[214,1]",1603001
"[215,1]",1603001
"[216,1]",1603001
"[217,1]",1603001
"[218,1]",1603001
"[219,1]",1603001
"[220,1]",1603001
"[221,1]",1603001
"[222,1]",1603001
"[223,1]",1603001
"[224,1]",1603001
"[225,1]",1603001
"[226,1]",1603001
"[227,1]",1603001
"[228,1]",1603001
"[229,1]",1603001
"[230,1]",1603001
"[231,1]",1603001
"[232,1]",1603001
"[233,1]",1603001
"[234,1]",1603001
"[235,1]",1603001
"[236,1]",1603001
"[237,1]",1603001
"[238,1]",1603001
"[239,1]",1603001
"[240,1]",1603001
"[241,1]",1603001
"[242,1]",1605001
"[243,1]",1605001
"[244,1]",1603001
"[245,1]",1603001
"[246,1]",1603001
"[247,1]",1608001
"[248,1]",1603001
"[249,1]",1603001
"[250,1]",1603001
"[251,1]",1603001
"[252,1]",1603001
"[253,1]",1603001
"[254,1]",1603001
"[255,1]",1603001
"[256,1]",1603001
"[257,1]",1603001
"[258,1]",1603001
"[259,1]",1603001
"[260,1]",1603001
"[261,1]",1603001
"[262,1]",1603001
"[263,1]",1603001
"[264,1]",1606001
"[265,1]",1606001
"[266,1]",1606001
"[267,1]",1606001
"[268,1]",1603001
"[269,1]",1603001
"[270,1]",1603001
"[271,1]",1606001
"[272,1]",1606001
"[273,1]",1606001
"[274,1]",1603001
"[275,1]",1603001
"[276,1]",1603001
"[277,1]",1603001
"[278,1]",1603001
"[279,1]",1603001
"[280,1]",1603001
"[281,1]",1603001
"[282,1]",1603001
"[283,1]",1603001
"[284,1]",1603001
"[285,1]",1603001
"[286,1]",1603001
"[287,1]",1603001
"[288,1]",1603001
"[289,1]",1603001
"[290,1]",1603001
"[291,1]",1603001
"[292,1]",1603001
"[293,1]",1603001
"[294,1]",1603001
"[295,1]",1603001
"[296,1]",1603001
"[297,1]",1603001
"[298,1]",1603001
"[299,1]",1603001
"[300,1]",1603001
"[301,1]",1603001
"[302,1]",1605001
"[303,1]",1605001
"[304,1]",1603001
"[305,1]",1603001
"[306,1]",1603001
"[307,1]",1608001
"[308,1]",1603001
"[309,1]",1603001
"[310,1]",1603001
"[311,1]",1603001
"[312,1]",1603001
"[313,1]",1603001
"[314,1]",1603001
"[315,1]",1603001
"[316,1]",1603001
"[317,1]",1603001
"[318,1]",1603001
"[319,1]",1603001
"[320,1]",1603001
"[321,1]",1603001
"[322,1]",1603001
"[323,1]",1603001
"[324,1]",1606001
"[325,1]",1606001
"[326,1]",1606001
"[327,1]",1606001
"[328,1]",1603001
"[329,1]",1603001
"[330,1]",1603001
"[331,1]",1606001
"[332,1]",1606001
"[333,1]",1606001
"[334,1]",1603001
"[335,1]",1603001
"[336,1]",1603001
"[337,1]",1603001
"[338,1]",1603001
"[339,1]",1603001
"[340,1]",1603001
"[341,1]",1603001
"[342,1]",1603001
"[343,1]",1603001
"[344,1]",1603001
"[345,1]",1603001
"[346,1]",1603001
"[347,1]",1603001
"[348,1]",1603001
"[349,1]",1603001
"[350,1]",1603001
"[351,1]",1603001
"[352,1]",1603001
"[353,1]",1603001
"[354,1]",1603001
"[355,1]",1603001
"[356,1]",1603001
"[357,1]",1603001
"[358,1]",1603001
"[359,1]",1603001
"[0,2]",1603001
"[1,2]",1603001
"[2,2]",1603001
"[3,2]",1603001
"[4,2]",1603001
"[5,2]",1603001
"[6,2]",1608001
"[7,2]",1608001
"[8,2]",1603001
"[9,2]",1603001
"[10,2]",1605001
"[11,2]",1603001
"[12,2]",1603001
"[13,2]",1603001
"[14,2]",1603001
"[15,2]",1603001
"[16,2]",1603001
"[17,2]",1603001
"[18,2]",1603001
"[19,2]",1603001
"[20,2]",1603001
"[21,2]",1603001
"[22,2]",1603001
"[23,2]",1603001
"[24,2]",1606001
"[25,2]",1608001
"[26,2]",1608001
"[27,2]",1608001
"[28,2]",1606001
"[29,2]",1606001
"[30,2]",1603001
"[31,2]",1606001
"[32,2]",1606001
"[33,2]",1603001
"[34,2]",1603001
"[35,2]",1603001
"[36,2]",1603001
"[37,2]",1603001
"[38,2]",1603001
"[39,2]",1603001
"[40,2]",1603001
"[41,2]",1603001
"[42,2]",1603001
"[43,2]",1603001
"[44,2]",1603001
"[45,2]",1603001
"[46,2]",1603001
"[47,2]",1603001
"[48,2]",1603001
"[49,2]",1603001
"[50,2]",1603001
"[51,2]",1603001
"[52,2]",1603001
"[53,2]",1603001
"[54,2]",1603001
"[55,2]",1603001
"[56,2]",1603001
"[57,2]",1603001
"[58,2]",1603001
"[59,2]",1603001
"[60,2]",1603001
"[61,2]",1603001
"[62,2]",1603001
"[63,2]",1603001
"[64,2]",1603001
"[65,2]",1603001
"[66,2]",1608001
"[67,2]",1608001
"[68,2]",1603001
"[69,2]",1603001
"[70,2]",1605001
"[71,2]",1603001
"[72,2]",1603001
"[73,2]",1603001
"[74,2]",1603001
"[75,2]",1603001
"[76,2]",1603001
"[77,2]",1603001
"[78,2]",1603001
"[79,2]",1603001
"[80,2]",1603001
"[81,2]",1603001
"[82,2]",1603001
"[83,2]",1603001
"[84,2]",1606001
"[85,2]",1608001
"[86,2]",1608001
"[87,2]",1608001
"[88,2]",1606001
"[89,2]",1606001
"[90,2]",1603001
"[91,2]",1606001
"[92,2]",1606001
"[93,2]",1603001
"[94,2]",1603001
"[95,2]",1603001
"[96,2]",1603001
"[97,2]",1603001
"[98,2]",1603001
"[99,2]",1603001
"[100,2]",1603001
"[101,2]",1603001
"[102,2]",1603001
"[103,2]",1603001
"[104,2]",1603001
"[105,2]",1603001
"[106,2]",1603001
"[107,2]",1603001
"[108,2]",1603001
"[109,2]",1603001
"[110,2]",1603001
"[111,2]",1603001
"[112,2]",1603001
"[113,2]",1603001
"[114,2]",1603001
"[115,2]",1603001
"[116,2]",1603001
"[117,2]",1603001
"[118,2]",1603001
"[119,2]",1603001
"[120,2]",1603001
"[121,2]",1603001
"[122,2]",1603001
"[123,2]",1603001
"[124,2]",1603001
"[125,2]",1603001
"[126,2]",1608001
"[127,2]",1608001
"[128,2]",1603001
"[129,2]",1603001
"[130,2]",1605001
"[131,2]",1603001
"[132,2]",1603001
"[133,2]",1603001
"[134,2]",1603001
"[135,2]",1603001
"[136,2]",1603001
"[137,2]",1603001
"[138,2]",1603001
"[139,2]",1603001
"[140,2]",1603001
"[141,2]",1603001
"[142,2]",1603001
"[143,2]",1603001
"[144,2]",1606001
"[145,2]",1608001
"[146,2]",1608001
"[147,2]",1608001
"[148,2]",1606001
"[149,2]",1606001
"[150,2]",1603001
"[151,2]",1606001
"[152,2]",1606001
"[153,2]",1603001
"[154,2]",1603001
"[155,2]",1603001
"[156,2]",1603001
"[157,2]",1603001
"[158,2]",1603001
"[159,2]",1603001
"[160,2]",1603001
"[161,2]",1603001
"[162,2]",1603001
"[163,2]",1603001
"[164,2]",1603001
"[165,2]",1603001
"[166,2]",1603001
"[167,2]",1603001
"[168,2]",1603001
"[169,2]",1603001
"[170,2]",1603001
"[171,2]",1603001
"[172,2]",1603001
"[173,2]",1603001
"[174,2]",1603001
"[175,2]",1603001
"[176,2]",1603001
"[177,2]",1603001
"[178,2]",1603001
"[179,2]",1603001
"[180,2]",1603001
"[181,2]",1603001
"[182,2]",1603001
"[183,2]",1603001
"[184,2]",1603001
"[185,2]",1603001
"[186,2]",1608001
"[187,2]",1608001
"[188,2]",1603001
"[189,2]",1603001
"[190,2]",1605001
"[191,2]",1603001
"[192,2]",1603001
"[193,2]",1603001
"[194,2]",1603001
"[195,2]",1603001
"[196,2]",1603001
"[197,2]",1603001
"[198,2]",1603001
"[199,2]",1603001
"[200,2]",1603001
"[201,2]",1603001
"[202,2]",1603001
"[203,2]",1603001
"[204,2]",1606001
"[205,2]",1608001
"[206,2]",1608001
"[207,2]",1608001
"[208,2]",1606001
"[209,2]",1606001
"[210,2]",1603001
"[211,2]",1606001
"[212,2]",1606001
"[213,2]",1603001
"[214,2]",1603001
"[215,2]",1603001
"[216,2]",1603001
"[217,2]",1603001
"[218,2]",1603001
"[219,2]",1603001
"[220,2]",1603001
"[221,2]",1603001
"[222,2]",1603001
"[223,2]",1603001
"[224,2]",1603001
"[225,2]",1603001
"[226,2]",1603001
"[227,2]",1603001
"[228,2]",1603001
"[229,2]",1603001
"[230,2]",1603001
"[231,2]",1603001
"[232,2]",1603001
"[233,2]",1603001
"[234,2]",1603001
"[235,2]",1603001
"[236,2]",1603001
"[237,2]",1603001
"[238,2]",1603001
"[239,2]",1603001
"[240,2]",1603001
"[241,2]",1603001
"[242,2]",1603001
"[243,2]",1603001
"[244,2]",1603001
"[245,2]",1603001
"[246,2]",1608001
"[247,2]",1608001
"[248,2]",1603001
"[249,2]",1603001
"[250,2]",1605001
"[251,2]",1603001
"[252,2]",1603001
"[253,2]",1603001
"[254,2]",1603001
"[255,2]",1603001
"[256,2]",1603001
"[257,2]",1603001
"[258,2]",1603001
"[259,2]",1603001
"[260,2]",1603001
"[261,2]",1603001
"[262,2]",1603001
"[263,2]",1603001
"[264,2]",1606001
"[265,2]",1608001
"[266,2]",1608001
"[267,2]",1608001
"[268,2]",1606001
"[269,2]",1606001
"[270,2]",1603001
"[271,2]",1606001
"[272,2]",1606001
"[273,2]",1603001
"[274,2]",1603001
"[275,2]",1603001
"[276,2]",1603001
"[277,2]",1603001
"[278,2]",1603001
"[279,2]",1603001
"[280,2]",1603001
"[281,2]",1603001
"[282,2]",1603001
"[283,2]",1603001
"[284,2]",1603001
"[285,2]",1603001
"[286,2]",1603001
"[287,2]",1603001
"[288,2]",1603001
"[289,2]",1603001
"[290,2]",1603001
"[291,2]",1603001
"[292,2]",1603001
"[293,2]",1603001
"[294,2]",1603001
"[295,2]",1603001
"[296,2]",1603001
"[297,2]",1603001
"[298,2]",1603001
"[299,2]",1603001
"[300,2]",1603001
"[301,2]",1603001
"[302,2]",1603001
"[303,2]",1603001
"[304,2]",1603001
"[305,2]",1603001
"[306,2]",1608001
"[307,2]",1608001
"[308,2]",1603001
"[309,2]",1603001
"[310,2]",1605001
"[311,2]",1603001
"[312,2]",1603001
"[313,2]",1603001
"[314,2]",1603001
"[315,2]",1603001
"[316,2]",1603001
"[317,2]",1603001
"[318,2]",1603001
"[319,2]",1603001
"[320,2]",1603001
"[321,2]",1603001
"[322,2]",1603001
"[323,2]",1603001
"[324,2]",1606001
"[325,2]",1608001
"[326,2]",1608001
"[327,2]",1608001
"[328,2]",1606001
"[329,2]",1606001
"[330,2]",1603001
"[331,2]",1606001
"[332,2]",1606001
"[333,2]",1603001
"[334,2]",1603001
"[335,2]",1603001
"[336,2]",1603001
"[337,2]",1603001
"[338,2]",1603001
"[339,2]",1603001
"[340,2]",1603001
"[341,2]",1603001
"[342,2]",1603001
"[343,2]",1603001
"[344,2]",1603001
"[345,2]",1603001
"[346,2]",1603001
"[347,2]",1603001
"[348,2]",1603001
"[349,2]",1603001
"[350,2]",1603001
"[351,2]",1603001
"[352,2]",1603001
"[353,2]",1603001
"[354,2]",1603001
"[355,2]",1603001
"[356,2]",1603001
"[357,2]",1603001
"[358,2]",1603001
"[359,2]",1603001
"[0,3]",1603001
"[1,3]",1603001
"[2,3]",1603001
"[3,3]",1603001
"[4,3]",1603001
"[5,3]",1603001
"[6,3]",1603001
"[7,3]",1603001
"[8,3]",1603001
"[9,3]",1603001
"[10,3]",1603001
"[11,3]",1603001
"[12,3]",1603001
"[13,3]",1603001
"[14,3]",1603001
"[15,3]",1603001
"[16,3]",1603001
"[17,3]",1603001
"[18,3]",1603001
"[19,3]",1603001
"[20,3]",1603001
"[21,3]",1603001
"[22,3]",1603001
"[23,3]",1606001
"[24,3]",1608001
"[25,3]",1608001
"[26,3]",1608001
"[27,3]",1608001
"[28,3]",1608001
"[29,3]",1608001
"[30,3]",1603001
"[31,3]",1606001
"[32,3]",1603001
"[33,3]",1603001
"[34,3]",1603001
"[35,3]",1603001
"[36,3]",1603001
"[37,3]",1603001
"[38,3]",1603001
"[39,3]",1605001
"[40,3]",1605001
"[41,3]",1605001
"[42,3]",1603001
"[43,3]",1603001
"[44,3]",1603001
"[45,3]",1603001
"[46,3]",1603001
"[47,3]",1603001
"[48,3]",1603001
"[49,3]",1603001
"[50,3]",1603001
"[51,3]",1603001
"[52,3]",1603001
"[53,3]",1603001
"[54,3]",1603001
"[55,3]",1603001
"[56,3]",1603001
"[57,3]",1603001
"[58,3]",1603001
"[59,3]",1603001
"[60,3]",1603001
"[61,3]",1603001
"[62,3]",1603001
"[63,3]",1603001
"[64,3]",1603001
"[65,3]",1603001
"[66,3]",1603001
"[67,3]",1603001
"[68,3]",1603001
"[69,3]",1603001
"[70,3]",1603001
"[71,3]",1603001
"[72,3]",1603001
"[73,3]",1603001
"[74,3]",1603001
"[75,3]",1603001
"[76,3]",1603001
"[77,3]",1603001
"[78,3]",1603001
"[79,3]",1603001
"[80,3]",1603001
"[81,3]",1603001
"[82,3]",1603001
"[83,3]",1606001
"[84,3]",1608001
"[85,3]",1608001
"[86,3]",1608001
"[87,3]",1608001
"[88,3]",1608001
"[89,3]",1608001
"[90,3]",1603001
"[91,3]",1606001
"[92,3]",1603001
"[93,3]",1603001
"[94,3]",1603001
"[95,3]",1603001
"[96,3]",1603001
"[97,3]",1603001
"[98,3]",1603001
"[99,3]",1605001
"[100,3]",1605001
"[101,3]",1605001
"[102,3]",1603001
"[103,3]",1603001
"[104,3]",1603001
"[105,3]",1603001
"[106,3]",1603001
"[107,3]",1603001
"[108,3]",1603001
"[109,3]",1603001
"[110,3]",1603001
"[111,3]",1603001
"[112,3]",1603001
"[113,3]",1603001
"[114,3]",1603001
"[115,3]",1603001
"[116,3]",1603001
"[117,3]",1603001
"[118,3]",1603001
"[119,3]",1603001
"[120,3]",1603001
"[121,3]",1603001
"[122,3]",1603001
"[123,3]",1603001
"[124,3]",1603001
"[125,3]",1603001
"[126,3]",1603001
"[127,3]",1603001
"[128,3]",1603001
"[129,3]",1603001
"[130,3]",1603001
"[131,3]",1603001
"[132,3]",1603001
"[133,3]",1603001
"[134,3]",1603001
"[135,3]",1603001
"[136,3]",1603001
"[137,3]",1603001
"[138,3]",1603001
"[139,3]",1603001
"[140,3]",1603001
"[141,3]",1603001
"[142,3]",1603001
"[143,3]",1606001
"[144,3]",1608001
"[145,3]",1608001
"[146,3]",1608001
"[147,3]",1608001
"[148,3]",1608001
"[149,3]",1608001
"[150,3]",1603001
"[151,3]",1606001
"[152,3]",1603001
"[153,3]",1603001
"[154,3]",1603001
"[155,3]",1603001
"[156,3]",1603001
"[157,3]",1603001
"[158,3]",1603001
"[159,3]",1605001
"[160,3]",1605001
"[161,3]",1605001
"[162,3]",1603001
"[163,3]",1603001
"[164,3]",1603001
"[165,3]",1603001
"[166,3]",1603001
"[167,3]",1603001
"[168,3]",1603001
"[169,3]",1603001
"[170,3]",1603001
"[171,3]",1603001
"[172,3]",1603001
"[173,3]",1603001
"[174,3]",1603001
"[175,3]",1603001
"[176,3]",1603001
"[177,3]",1603001
"[178,3]",1603001
"[179,3]",1603001
"[180,3]",1603001
"[181,3]",1603001
"[182,3]",1603001
"[183,3]",1603001
"[184,3]",1603001
"[185,3]",1603001
"[186,3]",1603001
"[187,3]",1603001
"[188,3]",1603001
"[189,3]",1603001
"[190,3]",1603001
